ID,RT,DT,CCS,m/z,Abundance,36 2286 - Mitra.d.DeMP, 39 2182 - Mitra.d.DeMP, 42 2187 - Mitra.d.DeMP, 45 2854 - Mitra.d.DeMP, 48 2911 - Mitra.d.DeMP, 126 1777 - Mitra.d.DeMP, 129 1821 - Mitra.d.DeMP, 132 1673 - Mitra.d.DeMP, 135 1894 - Mitra.d.DeMP, 138 3330 - Mitra.d.DeMP, 81 2003 - Mitra.d.DeMP, 84 2095 - Mitra.d.DeMP, 87 2046 - Mitra.d.DeMP, 90 2889 - Mitra.d.DeMP, 93 3021 - Mitra.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
154,13.764,29.856,222.09,526.2946,2098,1275,815,0.001,1389,1735,4072,3072,3425,3524,224,1052,2466,4103,169,4155,0.001,0.001,0.001
155,16.212,27.273,204.61,395.3895,2096,432,1528,2814,2352,1165,295,1072,3415,4733,6111,1839,816,2657,1102,1111,0.001,0.001,0.001
156,14.441,34.721,257.59,589.5197,2080,1778,2668,2713,2349,1813,2003,1627,2470,2707,1198,914,1709,3243,1696,2319,0.001,0.001,0.001
157,0.241,21.036,159.24,313.0531,2080,1780,1931,1811,2183,2012,2320,2241,2437,2028,2689,1857,2241,1434,2410,1820,0.001,0.001,0.001
158,13.557,33.354,247.94,539.4323,2035,0.001,1059,1562,5784,770,191,1356,2363,819,5452,3651,2367,2537,2054,558,0.001,0.001,0.001
159,14.183,25.881,194.32,387.034,2034,1124,3313,1902,2890,973,1273,2080,2970,2748,1210,1205,1552,3453,2032,1779,0.001,0.001,0.001
160,13.539,29.303,218.54,480.31,2018,1844,1776,1391,2295,1815,1732,2619,2041,3205,1793,910,1251,4309,1324,1972,0.001,0.001,0.001
161,13.914,30.301,225.23,546.2813,2010,1737,1853,1711,1373,2011,1673,1788,2407,3340,1443,2631,1955,2332,2344,1546,0.001,0.001,0.001
162,15.368,27.008,202.45,405.2856,1998,2079,1980,2058,1846,2165,2216,2264,2262,2561,2154,0.001,2059,1975,2277,2075,2229,104,1645
163,15.917,36.592,270.87,648.6316,1992,930,0.001,1316,1854,504,2217,0.001,8154,2152,4006,2123,0.001,2804,2889,931,0.001,0.001,3064
164,4.372,17.563,262.01,246.0744,1971,1867,1102,468,1446,1931,0.001,5413,2474,3667,4502,0.001,900,1420,2807,1572,0.001,0.001,0.001
165,7.23,24.126,182.23,329.2326,1959,1298,2896,1553,5441,3808,362,1264,1148,585,515,1610,1053,2636,480,4735,0.001,0.001,0.001
166,10.927,26.747,199.88,448.3056,1950,1131,445,0.001,7926,576,0.001,520,1411,2312,186,621,4986,1414,7511,216,0.001,0.001,0.001
167,13.75,26.734,200.35,409.2352,1938,1706,1356,1431,1606,1798,2174,2407,2264,3032,2089,1766,1646,2186,1760,1842,0.001,0.001,0.001
168,12.442,25.067,189.06,339.1994,1922,3774,0.001,0.001,0.001,2298,11490,0.001,2173,1342,1655,0.001,1677,2776,1641,0.001,0.001,0.001,0.001
169,15.713,39.88,293.92,818.5938,1916,1337,3426,2049,2530,1045,3114,2416,1479,748,1987,756,2687,1521,1441,2209,1165,0.001,0.001
170,13.479,29.757,221.41,524.2788,1901,802,729,1061,1669,561,3041,3000,3198,2648,3448,1385,1163,1750,2148,1916,0.001,0.001,0.001
171,13.225,17.494,134.79,218.0308,1894,0.001,2480,0.001,2978,1005,0.001,3232,3375,3397,1347,0.001,1175,2889,3041,3491,0.001,0.001,0.001
172,14.248,21.76,165.03,299.0255,1878,1099,4373,3174,4273,1709,2014,800,1373,909,1798,672,1064,1822,2027,1066,0.001,0.001,0.001
173,13.865,26.097,196.37,363.2512,1878,1653,2168,2067,2363,2331,2615,1828,2194,1473,1118,1993,1362,1756,975,2275,0.001,0.001,0.001
174,13.414,30.692,228.98,467.3743,1871,0.001,0.001,0.001,3591,0.001,0.001,0.001,0.001,0.001,17904,2124,0.001,2595,1850,0.001,0.001,0.001,0.001
175,7.458,24.25,183.16,329.2323,1853,1048,3428,1815,6393,4199,255,855,845,329,366,1210,806,2034,371,3843,0.001,0.001,0.001
176,14.437,26.461,199.06,365.2659,1850,1780,2027,2160,1755,1894,1875,1578,1940,2591,1431,1264,1702,2182,1674,1903,0.001,0.001,191
177,12.413,35.189,260.32,672.1893,1847,1616,1772,1421,1656,1561,1509,2378,2170,2082,2226,1783,1893,1933,1953,1758,0.001,0.001,0.001
178,14.796,30.18,223.51,641.0909,1839,623,5625,1381,3561,0.001,1970,2409,3504,2091,0.001,0.001,590,4071,830,929,0.001,0.001,0.001
179,12.284,24.548,185.43,326.1866,1823,2492,2695,0.001,2511,0.001,0.001,2560,1345,0.001,2926,0.001,2826,2886,3330,3767,734,463,1353
180,10.879,23.329,177.06,293.2117,1822,1968,1411,1593,1736,3128,1190,3491,1791,1055,936,826,912,3748,501,3042,0.001,0.001,0.001
181,5.502,17.429,136.57,169.0661,1819,0.001,0.001,19586,0.001,0.001,0.001,0.001,0.001,7696,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
182,15.578,21.282,160.77,329.0463,1800,472,3043,1451,2339,418,1884,2792,2410,2020,1545,328,1671,2489,1966,2166,0.001,0.001,278
183,10.613,19.553,150.47,223.0277,1798,915,1829,1743,2130,1021,1282,1940,2026,2272,2013,998,1776,3603,1843,1579,0.001,0.001,0.001
184,9.739,23.707,179.46,311.2223,1784,0.001,0.001,0.001,4352,3327,0.001,2956,0.001,0.001,0.001,3559,3451,3496,0.001,5624,0.001,0.001,0.001
185,12.755,17.492,134.75,218.0309,1782,0.001,2633,1353,0.001,0.001,0.001,3151,3282,3276,2183,0.001,1876,3048,3085,2843,0.001,0.001,1200
186,9.404,18.565,139.59,375.9983,1781,1144,1689,1596,1840,1785,1972,1836,2031,1459,1805,1493,1929,2001,2161,1973,0.001,0.001,691
187,12.191,26.143,196.09,397.2261,1771,1833,1420,1436,1535,1675,1640,1751,1601,2015,2206,1638,1768,1898,2014,2130,1556,986,2165
188,15.232,34.414,255.49,571.4371,1768,873,1521,2439,2746,3032,797,756,1346,1810,1055,1905,1217,3338,1132,2548,0.001,0.001,0.001
189,15.403,34.297,254.62,571.4371,1750,0.001,1558,2605,2843,2942,0.001,0.001,1582,1642,1129,2098,1454,3908,1130,3353,0.001,0.001,0.001
190,1.221,16.583,129.69,172.9906,1745,1405,536,524,1011,933,1220,2002,3980,1498,3030,2922,3901,974,1144,1095,0.001,0.001,0.001
191,11.719,23.636,179.29,297.2429,1721,0.001,4557,0.001,3275,3467,0.001,0.001,1494,0.001,0.001,1863,3591,3356,1554,2655,0.001,0.001,0.001
192,15.23,29.95,223.21,492.3464,1710,1496,1717,829,1475,3584,1148,2258,1290,2943,1052,1635,1563,1586,1836,1238,0.001,0.001,0.001
193,13.616,25.337,191.17,337.2363,1710,1543,1707,1767,1651,1935,1804,1725,1857,2006,1415,1419,1488,1789,1680,1857,481,560,473
194,12.653,26.008,195.27,386.2383,1685,3759,6358,0.001,0.001,0.001,1791,3872,2168,3507,0.001,0.001,0.001,0.001,0.001,3824,0.001,0.001,0.001
195,16.365,35.948,266.46,611.4686,1682,907,1926,2158,682,944,800,850,2112,2602,994,1208,664,7737,813,839,0.001,0.001,0.001
196,13.751,25.043,189.15,329.2479,1674,949,3089,3510,1572,3035,2028,1457,1314,1576,1027,843,762,1193,1001,1754,0.001,0.001,0.001
197,13.678,17.497,134.83,218.0306,1674,0.001,3233,0.001,2839,898,0.001,2623,2677,2484,0.001,1116,0.001,3462,2423,3351,0.001,0.001,0.001
198,11.656,23.603,179.14,297.2429,1668,1877,4574,2214,3589,3236,0.001,0.001,1620,0.001,0.001,0.001,4033,2555,1328,0.001,0.001,0.001,0.001
199,12.831,23.941,181.5,301.2166,1665,1639,1037,2271,2935,2239,1927,1381,1401,1142,775,1856,581,925,536,4331,0.001,0.001,0.001
200,14.021,29.316,218.51,489.2775,1648,566,1201,1103,1870,2379,1860,1702,1161,1762,1277,916,1865,1894,2796,2368,202,0.001,461
201,14.821,29.223,218.95,411.3844,1641,408,1064,1073,4173,967,223,813,2430,1638,3970,4107,797,1649,799,506,0.001,0.001,0.001
202,13.37,30.108,225.04,445.332,1640,373,1471,2095,1131,669,171,1679,4958,2513,2211,651,1268,2405,2998,0.001,0.001,0.001,0.001
203,16.293,35.495,262.39,697.4828,1631,221,0.001,1261,934,1838,13562,1189,1453,865,1090,426,0.001,0.001,559,1068,0.001,0.001,0.001
204,2.142,23.192,175.88,299.1666,1614,620,3325,5025,1924,2160,423,288,864,217,334,378,1880,3740,536,2501,0.001,0.001,0.001
205,16.47,36.268,268.3,644.5998,1591,0.001,0.001,0.001,0.001,0.001,0.001,9172,1505,2657,4302,0.001,2133,2258,0.001,1837,171,141,0.001
206,14.184,22.701,170.79,367.027,1582,891,2632,1521,2155,693,1034,1653,2190,1971,943,949,1232,2893,1656,1324,0.001,0.001,0.001
207,14.798,30.281,224.12,655.1064,1564,0.001,4936,1264,3059,0.001,1686,2021,3033,2003,0.001,233,0.001,3518,830,874,0.001,0.001,0.001
208,14.732,25.935,193.37,485.0687,1562,0.001,5081,1728,2591,0.001,1762,2089,0.001,2496,1356,0.001,1539,1053,1998,1737,0.001,0.001,0.001
209,14.185,25.455,190,469.037,1561,862,2634,1469,2415,734,946,1518,2291,1981,911,880,1150,2765,1558,1305,0.001,0.001,0.001
210,13.45,29.794,221.86,506.2925,1557,1020,1091,1490,956,0.001,933,1808,1381,2018,2006,2100,1895,3805,905,1949,0.001,0.001,0.001
211,13.437,22.591,172.19,267.2313,1555,1012,2919,1882,2950,1268,2401,1238,1719,775,841,604,1379,2149,534,1653,0.001,0.001,0.001
212,13.779,29.617,220.75,490.2942,1551,1081,2468,824,1672,455,345,937,1346,1359,509,336,737,10114,336,742,0.001,0.001,0.001
213,11.394,22.891,173.64,297.1514,1547,1395,1419,1652,1602,1364,1735,1764,0.001,1754,2499,0.001,1609,1383,2331,2701,2752,1418,0.001
214,15.306,21.287,160.79,329.0466,1512,0.001,4372,0.001,3068,193,2327,2626,3270,1857,261,0.001,313,3180,1213,0.001,0.001,0.001,0.001
215,14.184,26.327,196.17,499.0837,1494,856,2232,1360,2011,714,887,1640,2333,2239,895,922,1012,2529,1557,1228,0.001,0.001,0.001
216,15.612,28.146,209.12,557.1082,1493,1100,2137,1046,1659,895,1649,2330,1960,1393,1233,1160,1242,1978,1805,813,0.001,0.001,0.001
217,13.044,31.375,232.95,571.2896,1487,2235,2484,946,3008,1075,583,1370,1371,1122,419,578,1216,3496,762,1647,0.001,0.001,0.001
218,15.021,25.321,190.61,359.1528,1484,1176,1625,1424,1542,1215,1786,1346,1801,1588,1461,1344,1335,1588,1458,1566,0.001,0.001,110
219,12.413,34.648,256.55,644.1935,1483,1305,1326,1023,1364,1106,1088,2005,1717,1742,1714,1361,1611,1549,1663,1669,0.001,0.001,0.001
220,14.654,19.559,150.47,223.0276,1482,0.001,1841,1166,1795,0.001,1910,2199,1990,1683,1749,1152,1718,1761,1692,1577,0.001,0.001,0.001
221,15.569,25.943,193.44,485.0683,1480,419,2748,1282,1972,293,1628,2254,1918,1763,1390,269,1329,2091,969,1871,0.001,0.001,253
222,13.108,25.816,193.91,381.2312,1480,1126,1376,1214,1379,961,2118,1323,1627,2335,1200,1234,1701,1679,1453,1469,1058,656,1520
223,11.458,23.428,177.76,297.2425,1451,1441,3916,1827,2841,2954,812,0.001,99,0.001,0.001,1462,2987,846,0.001,2574,0.001,0.001,0.001
224,11.363,24.627,186.4,311.1676,1448,6162,0.001,0.001,0.001,3143,0.001,0.001,2294,0.001,2372,0.001,2187,3439,2130,0.001,0.001,0.001,1808
225,11.623,24.597,186.19,312.1703,1447,0.001,0.001,165,77,5407,0.001,6648,0.001,0.001,109,0.001,0.001,328,8731,245,0.001,0.001,91
226,15.469,28.147,209.13,557.108,1442,348,3224,1141,2187,312,1849,1860,2770,1592,380,335,561,2357,937,1780,0.001,0.001,0.001
227,2.185,16.988,132.56,179.0558,1430,365,1438,377,2814,672,719,7827,629,751,0.001,1169,1383,0.001,624,2676,0.001,0.001,0.001
228,10.533,23.237,176.31,295.227,1426,980,1972,1417,3024,1606,1985,2397,1255,386,615,453,533,2905,259,1599,0.001,0.001,0.001
229,15.661,26.381,198.48,364.3213,1406,641,1299,1700,1176,681,2801,1700,1041,2139,965,1050,802,2484,1459,1158,0.001,0.001,107
230,13.747,32.616,242.33,554.3468,1397,1281,1167,908,1416,1037,1228,1715,1754,2327,1495,858,979,2358,952,1476,0.001,0.001,0.001
231,11.14,23.133,176.02,277.2165,1387,1852,1674,751,3777,2752,492,2384,759,418,233,278,532,2366,322,2212,0.001,0.001,0.001
232,12.742,18.954,144.64,262.0359,1375,1563,1555,1572,0.001,1550,1997,0.001,1831,1875,0.001,1798,1826,1763,1678,1614,0.001,0.001,1737
233,12.418,31.895,236.77,572.1521,1375,1292,0.001,1090,1266,1031,1162,1887,1654,1515,1872,1465,1578,1662,1637,1507,0.001,0.001,0.001
234,13.121,21.589,165.41,241.217,1369,970,1978,2070,2572,1161,1338,976,1172,772,802,713,1630,2368,750,1262,0.001,0.001,0.001
235,14.012,30.201,224.89,508.3056,1352,700,2949,1192,1050,322,578,1240,977,1398,670,493,985,5255,447,2026,0.001,0.001,0.001
236,12.942,18.954,144.62,262.0359,1332,0.001,1650,1729,0.001,1589,2015,2004,1901,2042,0.001,0.001,1882,1737,1827,1604,0.001,0.001,1629
237,16.206,36.069,266.47,721.4827,1331,135,0.001,1504,438,1269,12746,664,861,527,762,145,0.001,0.001,294,616,0.001,0.001,0.001
238,14.873,28.793,214.92,466.3295,1330,833,1738,1464,1555,1359,1128,1523,1073,1055,1107,871,2257,1677,1425,883,0.001,0.001,0.001
239,14.577,28.71,215.37,397.3679,1330,395,851,793,3472,806,0.001,640,2223,1400,2945,3121,732,1377,663,530,0.001,0.001,0.001
240,12.358,23.739,179.43,323.1889,1329,1112,1791,1211,1359,816,546,958,882,3836,1012,670,2230,1860,588,1061,428,0.001,754
241,15.713,35.07,259.42,673.4828,1325,1005,1386,1097,1294,1019,1882,1764,1306,1043,1457,1134,1520,1184,1281,1509,1355,0.001,0.001
242,11.41,24.449,185.44,298.1553,1324,3751,0.001,4364,0.001,3279,273,4277,0.001,0.001,0.001,0.001,0.001,3691,0.001,232,0.001,3767,0.001
243,13.347,26.38,198.1,385.2349,1311,1546,1460,1528,1367,2074,1289,1126,1094,1607,1156,908,820,1171,1079,1443,0.001,0.001,0.001
244,2.063,17.711,137.06,203.001,1300,1423,426,561,688,1581,207,2167,197,928,74,3329,429,4808,2199,480,0.001,0.001,0.001
245,11.461,22.838,170.14,505.9709,1285,900,1313,1173,1433,893,1279,1257,1727,1148,1084,1176,1404,1641,1554,1299,0.001,0.001,0.001
246,15.465,25.945,193.43,485.0689,1282,0.001,3894,0.001,2669,0.001,1950,2248,2764,1476,0.001,0.001,0.001,2521,1706,0.001,0.001,0.001,0.001
247,13.312,25.834,194.44,361.2359,1281,890,1206,1033,1373,1054,1505,1319,1498,1256,921,1783,1142,1381,796,2064,0.001,0.001,0.001
248,8.957,27.436,205.85,395.1893,1281,1004,285,535,360,3135,0.001,1348,1692,1460,5131,277,1161,368,2119,334,0.001,0.001,0.001
249,14.184,20.829,157.76,309.0389,1277,682,1919,1032,1575,668,1024,1375,1806,1898,819,741,1011,2256,1290,1061,0.001,0.001,0.001
250,12.421,34.255,253.39,676.1807,1271,1220,1316,1142,1252,1162,1106,1441,1355,1308,1352,1265,1293,1268,1298,1289,0.001,0.001,0.001
251,14.676,25.936,193.44,485.0684,1270,1214,3077,0.001,3039,960,1636,1856,2803,0.001,0.001,1279,69,3120,0.001,0.001,0.001,0.001,0.001
252,5.262,17.027,254.6,225.0682,1269,0.001,657,393,0.001,1133,0.001,3159,555,1902,2381,0.001,0.001,998,4684,3171,0.001,0.001,0.001
253,15.346,35.843,264.96,698.5143,1267,0.001,1655,2871,2039,0.001,2223,0.001,1826,0.001,1995,0.001,2819,2285,0.001,1294,0.001,0.001,0.001
254,16.484,35.425,262.72,599.4693,1264,725,1026,1548,726,867,898,727,1243,1521,924,1166,0.001,5638,634,1315,0.001,0.001,0.001
255,14.482,30.661,229.23,441.3943,1260,458,594,791,5920,662,0.001,651,1226,653,1990,3094,673,961,613,614,0.001,0.001,0.001
256,13.449,27.113,202.81,433.2357,1234,864,0.001,760,842,1047,1253,1580,1429,2075,1655,1645,1277,1448,1297,1332,0.001,0.001,0.001
257,14.371,30.438,226.7,506.3251,1233,999,1606,1074,1022,834,559,1595,3075,1161,252,0.001,1612,3848,0.001,865,0.001,0.001,0.001
258,14.822,28.437,213.08,411.3835,1224,303,852,821,3045,804,0.001,702,1930,1152,2706,2902,705,1319,644,477,0.001,0.001,0.001
259,16.392,35.843,265.84,597.453,1218,1306,1432,1699,596,862,1004,840,1236,2018,894,809,0.001,4110,625,839,0.001,0.001,0.001
260,15.022,27.999,209.54,427.2158,1213,851,1365,1138,1365,1064,1393,1139,1441,1258,1152,1048,1057,1367,1221,1343,0.001,0.001,0.001
261,14.216,29.022,216.64,466.3302,1211,1598,1603,1422,1296,1558,0.001,771,1122,2515,1156,333,988,2423,582,791,0.001,0.001,0.001
262,11.428,21.16,161.83,250.1437,1206,1031,697,808,963,640,1087,1620,1825,1688,1569,1263,1222,1202,1448,1026,0.001,0.001,0.001
263,12.761,32.286,239.27,619.2889,1205,1232,855,932,1570,984,717,1550,2094,1835,1326,554,509,1318,1338,1265,0.001,0.001,0.001
264,12.206,25.884,194.34,387.0337,1195,652,1367,1193,1404,568,718,892,1309,1808,980,538,1271,2870,1120,1239,0.001,0.001,0.001
265,13.654,17.433,134.27,219.0274,1191,0.001,2678,0.001,879,0.001,0.001,0.001,914,2462,0.001,1175,1215,3052,2532,2960,959,0.001,0.001
266,13.082,28.658,214.65,415.3209,1189,436,834,886,1607,902,493,1082,1877,1046,2317,1355,1223,1803,1314,658,0.001,0.001,0.001
267,12.417,44.073,322.97,1247.3443,1187,922,1024,497,992,617,740,2002,1614,1466,1558,1120,1242,1282,1438,1298,0.001,0.001,0.001
268,14.787,23.204,174.22,387.0333,1185,0.001,2072,1254,2073,318,1214,1431,2024,1244,416,309,596,2234,1395,1191,0.001,0.001,0.001
269,15.049,29.655,221.43,459.3269,1180,715,1420,756,1363,522,1610,1211,763,1017,1391,681,1732,821,1573,2124,0.001,0.001,302
270,16.412,39.811,293.21,861.5518,1180,738,376,398,365,614,3950,1863,894,2134,957,1120,0.001,596,2243,1448,0.001,0.001,0.001
271,9.684,23.678,179.34,311.2223,1179,1733,1154,1430,1727,1626,0.001,0.001,2379,1391,1261,0.001,0.001,2217,0.001,2773,0.001,0.001,0.001
272,13.5,17.495,134.77,218.0308,1173,1162,0.001,0.001,0.001,1326,0.001,0.001,2122,2322,1097,1360,1343,2038,2516,2303,929,0.001,0.001
273,12.417,31.909,237.22,541.1682,1169,1051,1039,828,1048,823,897,1548,1474,1291,1356,1125,1258,1231,1285,1277,0.001,0.001,0.001
274,14.221,27.845,208.22,438.2982,1167,804,1618,1401,1283,728,864,1124,1027,875,962,477,2158,1944,1043,1191,0.001,0.001,0.001
275,15.724,21.281,160.77,329.0462,1161,1338,1459,1458,1037,1205,888,1104,1084,1126,970,1103,998,1239,1086,1316,0.001,0.001,0.001
276,15.046,33.092,245.79,557.458,1161,0.001,2526,1062,0.001,590,0.001,1107,1014,2743,2372,1480,754,1738,0.001,2025,0.001,0.001,0.001
277,8.388,15.693,120.98,216.9878,1157,1101,1097,1018,1044,989,1256,1181,1227,1270,1237,1136,1200,1206,1184,1216,1084,1044,1186
278,13.336,30.692,229.1,467.3739,1153,1217,736,992,837,758,833,983,6058,702,1519,0.001,1313,0.001,650,704,0.001,0.001,0.001
279,16.063,40.902,301.16,868.6099,1149,703,1814,2254,1662,348,1671,678,1010,481,1400,308,2073,1282,675,878,232,0.001,0.001
280,14.522,27.783,207.78,437.2671,1144,927,728,894,894,1130,1160,869,1454,2917,1149,658,778,1914,836,856,0.001,0.001,0.001
281,9.344,26.048,195.87,369.1733,1139,0.001,488,356,432,2393,170,1704,1856,2165,1931,186,1227,82,2305,1795,0.001,0.001,0.001
282,12.529,25.984,196.4,325.1845,1136,1304,2472,1688,2247,0.001,0.001,0.001,2031,0.001,1604,0.001,1640,1198,0.001,2859,0.001,0.001,0.001
283,14.113,21.792,165.32,297.0461,1130,574,1582,987,1687,438,996,1703,1352,700,1163,663,1455,1382,1055,1215,0.001,0.001,0.001
284,0.359,20.252,154.13,277.0728,1129,824,1362,1249,544,1703,791,1287,2022,1624,936,277,1160,1161,435,1558,0.001,0.001,0.001
285,12.426,30.166,224.37,529.3049,1118,1016,786,938,734,1424,1325,1168,899,1218,1436,1138,1142,1058,1234,1258,219,124,246
286,5.99,26.534,199.35,383.152,1116,3383,513,594,1981,2007,0.001,2627,502,701,0.001,226,0.001,0.001,3611,601,0.001,0.001,0.001
287,13.561,27.361,203.42,543.0561,1114,520,1818,938,1630,404,553,1418,1806,1658,707,520,835,2073,1049,785,0.001,0.001,0.001
288,13.735,30.46,226.64,524.2991,1111,679,1946,1408,1445,569,829,920,1070,1232,510,627,1488,2129,911,898,0.001,0.001,0.001
289,12.353,25.125,189.52,339.1988,1107,475,783,1182,996,2001,748,1254,332,1542,1538,779,1865,301,1914,897,563,396,608
290,12.503,25.024,188.77,339.1988,1099,4369,933,0.001,1187,0.001,1108,1165,2622,0.001,0.001,957,0.001,2886,0.001,1258,0.001,0.001,793
291,1.49,18.632,143.81,212.001,1098,3714,621,421,1017,553,373,1510,678,2022,302,1233,972,772,347,1940,0.001,0.001,0.001
292,10.086,22.305,166.21,498.9288,1087,1103,0.001,0.001,1844,915,856,1968,0.001,2993,543,0.001,3785,0.001,2304,0.001,146,0.001,164
293,13.043,17.392,133.99,219.0277,1087,0.001,2057,564,2464,0.001,731,0.001,0.001,2802,0.001,0.001,0.001,2566,2556,2570,0.001,0.001,948
294,8.783,17.771,134.29,328.7619,1086,1104,1070,750,997,865,1162,1182,1328,1153,1312,1121,913,1166,1257,909,0.001,0.001,0.001
295,8.783,17.777,134.31,330.7598,1077,1151,1026,830,920,813,1040,1164,1277,1115,1405,988,1108,1161,1192,962,0.001,0.001,0.001
296,16.233,35.914,266.47,585.4527,1068,622,1302,1529,663,779,517,533,916,1725,620,569,447,4770,494,539,0.001,0.001,0.001
297,15.725,25.938,193.42,485.0685,1063,1197,1348,1254,958,1018,909,1066,1105,908,986,948,897,1200,996,1161,0.001,0.001,0.001
298,13.282,20.831,157.78,309.0391,1063,593,1422,682,1097,355,528,1297,1665,1821,984,531,954,2140,1212,657,0.001,0.001,0.001
299,15.598,23.197,174.18,387.0333,1059,809,1820,870,1469,0.001,1105,1514,1248,1039,908,0.001,959,1424,1244,1483,0.001,0.001,0.001
300,13.227,26.325,197.63,388.252,1059,1136,4724,937,1144,520,742,1466,952,976,267,290,250,970,477,1039,0.001,0.001,0.001
301,13.242,19.134,145.37,288.0326,1057,0.001,1227,1372,1236,1402,0.001,1445,994,0.001,1373,972,1400,1378,1572,1489,828,0.001,0.001
302,11.755,24.099,182.38,312.1714,1054,0.001,7375,0.001,0.001,0.001,8096,0.001,0.001,0.001,0.001,118,219,0.001,0.001,0.001,0.001,0.001,0.001
303,13.211,17.495,134.84,218.031,1053,0.001,2440,953,0.001,957,0.001,3172,0.001,0.001,1643,0.001,768,0.001,2903,2964,0.001,0.001,0.001
304,9.561,23.737,179.72,311.2222,1049,1101,2709,646,0.001,1341,502,1423,0.001,850,712,0.001,0.001,1775,1894,2787,0.001,0.001,0.001
305,13.433,23.983,181.3,321.2099,1043,765,1113,1110,1031,676,1452,912,1085,1667,495,629,793,1505,1262,1147,807,845,778
306,5.788,16.945,253.47,224.0606,1030,746,780,581,1107,1012,0.001,2549,1410,1268,1844,0.001,505,617,1668,1368,0.001,0.001,0.001
307,14.408,39.691,292.62,816.5778,1030,903,1497,1196,1546,495,1863,1741,1123,505,0.001,0.001,1699,1012,0.001,1871,0.001,0.001,0.001
308,13.944,22.76,173.42,269.2467,1026,711,1318,1454,2314,841,1202,777,1319,669,610,408,1178,1373,489,727,0.001,0.001,0.001
309,8.207,28.971,215.75,510.253,1021,280,1023,498,1384,853,177,1204,2610,1027,988,980,1021,0.001,3274,0.001,0.001,0.001,0.001
310,13.294,18.947,144.56,262.0359,1010,0.001,1859,0.001,1278,0.001,2272,2106,0.001,2165,0.001,1872,1848,1753,0.001,0.001,0.001,0.001,0.001
311,14.846,25.934,193.44,485.0684,1002,656,1350,1396,0.001,486,0.001,1024,3244,2113,0.001,0.001,0.001,3686,0.001,1079,0.001,0.001,0.001
312,15.225,36.941,272.73,746.5017,1002,517,1265,495,569,568,1382,1086,1095,878,977,1209,1478,1081,1086,1348,0.001,0.001,0.001
313,13.982,28.734,215.02,425.3629,998,440,553,928,0.001,0.001,0.001,888,1876,1504,4377,1284,752,1165,838,371,0.001,0.001,0.001
314,13.987,31.609,235.54,491.3746,997,0.001,1072,1109,2140,0.001,0.001,676,2575,1280,1357,948,957,1197,1647,0.001,0.001,0.001,0.001
315,11.148,27.274,204.21,423.2544,997,1391,1380,510,2851,2013,328,1593,515,249,0.001,114,350,2056,0.001,1601,0.001,0.001,0.001
316,14.819,23.197,174.18,387.0333,996,428,3363,0.001,1897,0.001,1191,738,1833,1854,0.001,0.001,0.001,2444,590,609,0.001,0.001,0.001
317,11.998,22.746,173.06,277.1827,993,941,1021,1091,1097,954,988,1183,1035,1124,1150,901,1204,0.001,1188,1024,865,878,843
318,15.723,36.96,272.86,744.5564,989,835,1762,994,1359,613,1477,1202,744,402,927,529,1327,849,702,1107,780,0.001,0.001
319,9.249,23.652,179.06,311.222,983,757,1172,498,1232,1079,280,997,930,491,515,1042,1607,1177,814,2151,0.001,0.001,0.001
320,13.558,18.95,144.63,262.0359,981,1094,1446,0.001,1348,1279,1387,1324,1203,1541,0.001,0.001,1250,0.001,1370,1480,0.001,0.001,0.001
321,13.187,18.955,144.69,261.0393,969,1014,1008,935,751,1031,1305,1124,1123,1154,645,0.001,1160,1043,1089,1156,0.001,0.001,0.001
322,13.214,17.455,134.48,219.0274,966,0.001,1978,1008,1170,0.001,1309,0.001,0.001,2837,0.001,0.001,979,0.001,2201,3006,0.001,0.001,722
323,13.98,27.387,204.85,435.2514,966,835,360,542,665,816,845,1075,1258,2234,1490,934,733,1353,676,672,0.001,0.001,0.001
324,12.295,23.532,177.21,357.0128,964,736,1245,1016,1272,778,688,881,1161,1020,1053,654,812,1274,1223,647,0.001,0.001,0.001
325,12.443,24.565,185.54,327.1835,963,0.001,2652,0.001,2633,0.001,0.001,0.001,295,3008,736,0.001,735,2786,815,791,0.001,0.001,0.001
326,14.388,31.536,234.52,534.357,963,461,2015,877,1710,371,217,504,729,656,273,286,662,4287,171,1229,0.001,0.001,0.001
327,13.811,17.495,134.8,218.0307,963,853,0.001,0.001,1024,1026,0.001,2062,0.001,2404,934,1168,626,0.001,2174,2172,1065,0.001,0.001
328,13.227,27.231,203.8,425.2575,945,635,836,665,916,506,1178,728,1398,1680,861,727,1284,987,920,848,565,295,812
329,15.767,33.341,248.38,499.3799,941,715,1421,1496,638,587,808,503,908,1395,761,0.001,271,3949,308,357,0.001,0.001,0.001
330,14.178,30.514,224.26,994.9358,929,943,800,898,767,1099,927,853,932,1047,927,994,879,883,1095,894,911,571,537
331,12.206,18.449,141.78,228.9814,926,427,979,872,982,433,586,806,985,1477,846,444,1019,2281,844,914,0.001,0.001,0.001
332,13.34,18.955,144.7,262.036,926,1635,0.001,1654,690,1594,1737,0.001,1833,1258,0.001,0.001,0.001,1694,0.001,1795,0.001,0.001,0.001
