Date : 2025-04-17 09:41:49
Directory : f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-
Total : 246 files,  74009 codes, 294 comments, 671 blanks, all 74974 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Kaylies_Library.csv                                                                                                | CSV              |         12 |          0 |          1 |         13 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\MPFAC HIF ES SIL peaks.csv                                                                                         | CSV              |         30 |          0 |          1 |         31 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Neutral loss masses.xlsx                                                                                           | Excel            |         43 |          0 |          0 |         43 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Standards Library\Baker_Group_RPLC_DTIMS_MS_PFAS_Library_Negative.csv                                              | CSV              |        120 |          0 |          1 |        121 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\imported_libraries\Baker_Group_RPLC_DTIMS_MS_PFAS_Library_Negative.csv                                                           | CSV              |        120 |          0 |          1 |        121 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\ML_algorithm_density.py                                                                                                  | Python           |         14 |          0 |          3 |         17 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\Standard_library_scoring.py                                                                                              | Python           |        203 |          3 |         58 |        264 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\Testing_OpenMS.py                                                                                                        | Python           |         75 |          7 |         23 |        105 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\_init_.py                                                                                                                | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\adduct_checker.py                                                                                                        | Python           |         53 |          3 |         21 |         77 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\blank_subtraction.py                                                                                                     | Python           |        511 |         63 |        120 |        694 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\blank_subtraction_workflow.py                                                                                            | Python           |         58 |          1 |         18 |         77 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\branching_filter.py                                                                                                      | Python           |        139 |          2 |         47 |        188 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\crude_filters.py                                                                                                         | Python           |         75 |          6 |         28 |        109 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\detection_frequency_filter.py                                                                                            | Python           |         36 |          4 |         15 |         55 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\gui_module.py                                                                                                            | Python           |        112 |         17 |         30 |        159 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\mass_defect_filter.py                                                                                                    | Python           |         19 |          3 |          7 |         29 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\monoisotopic_grouper.py                                                                                                  | Python           |         96 |          4 |         22 |        122 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\neutral_loss_checker.py                                                                                                  | Python           |         39 |          2 |         17 |         58 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\plotly_graphing.py                                                                                                       | Python           |        279 |         19 |         53 |        351 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\post_source_decay_filter.py                                                                                              | Python           |         39 |          9 |         22 |         70 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\regression_analysis.py                                                                                                   | Python           |        346 |         30 |         65 |        441 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\single_chromatography.py                                                                                                 | Python           |        108 |          8 |         35 |        151 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\smearing_filter.py                                                                                                       | Python           |         34 |          6 |         10 |         50 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\neutral_loss_scanning\Neutral_loss_checker.py                                                                                    | Python           |         50 |          2 |         22 |         74 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\number_of_fluorines_prediction\trend_analysis_checker.py                                                                         | Python           |         97 |         15 |         20 |        132 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\Dummy scored data.csv                                                                                                      | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\__pycache__\_init_.py                                                                                                      | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\test_remove_post_source_decay.py                                                                                           | Python           |         36 |          7 |         12 |         55 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Development Scripts\Peak Alignment\Debugging alignment.py                                                                        | Python           |        217 |         35 |         50 |        302 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Atomic_weight_importing.py                                                                             | Python           |         79 |         18 |         29 |        126 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Example binary search tool.py                                                                          | Python           |         71 |         14 |         22 |        107 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Resolving_power.py                                                                                     | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\monoisotopic_peak_puller.py                                                                            | Python           |        155 |         16 |         32 |        203 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\Align_peaks_algorithm.py                                                                                                 | Python           |        148 |         26 |         37 |        211 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\auto_reload.py                                                                                                           | Python           |         30 |          0 |          8 |         38 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\blank_subtraction.py                                                                                                     | Python           |         43 |          6 |         12 |         61 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\cef_conversion.py                                                                                                        | Python           |        149 |         19 |         37 |        205 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\data_importing.py                                                                                                        | Python           |        250 |         20 |         45 |        315 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\drag_drop_widget.py                                                                                                      | Python           |        188 |         13 |         37 |        238 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\feather_reader.py                                                                                                        | Python           |         30 |          2 |          7 |         39 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\home.py                                                                                                                  | Python           |         19 |          4 |          9 |         32 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\peak_alignment.py                                                                                                        | Python           |        229 |         14 |         46 |        289 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\pre_processing_tab.py                                                                                                    | Python           |         15 |          2 |          7 |         24 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\styles\theme.qss                                                                                                                 | QSS              |         21 |          0 |          3 |         24 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\Project organization\PIMMS flowchart.md                                                                                                     | Markdown         |         15 |          0 |          5 |         20 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\config.json                                                                                                                                 | JSON             |          1 |          0 |          0 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\main.py                                                                                                                                     | Python           |         38 |          8 |         17 |         63 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\neutral_loss_matches.csv                                                                                                                    | CSV              |         24 |          0 |          1 |         25 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\requirements.txt                                                                                                                            | pip requirements |         17 |          0 |          0 |         17 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\setup_environment.sh                                                                                                                        | Shell Script     |         11 |          5 |          4 |         20 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\updated_df.csv                                                                                                                              | CSV              |        126 |          0 |          1 |        127 |
| Total                                                                                                                                                                                         |                  |     74,009 |        294 |        671 |     74,974 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
