ID,RT,DT,CCS,m/z,30 CC7-1.d.DeMP, 31 CC7-2.d.DeMP, 32 CC7-3.d.DeMP, 187 CC7-1.d.DeMP, 188 CC7-2.d.DeMP, 189 CC7-3.d.DeMP, 193 B3 MB-1.d.DeMP, 194 B3 MB-2.d.DeMP, 195 B3 MB-3.d.DeMP, 260 B4 MB-1.d.DeMP, 261 B4 MB-2.d.DeMP, 262 B4 MB-3.d.DeMP, 103 B2 MB-1.d.DeMP, 104 B2 MB-2.d.DeMP, 105 B2 MB-3.d.DeMP, 36 B1 MB-1.d.DeMP, 37 B1 MB-2.d.DeMP, 38 B1 MB-3.d.DeMP
150,4.522,23.436,177.66,283.2633,0.001,0.001,0.001,19727,15999,0.001,150024,126989,181058,37602,70309,108760,186152,29748,153429,0.001,43879,0.001
151,3.622,25.848,194.08,361.236,46767,53600,40786,125411,143171,131688,1183,931,819,868,725,795,926,492,848,838,791,1116
152,0.505,31.205,232.28,483.1704,52388,80522,51862,113433,125210,117094,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
153,2.202,27.809,207.55,437.2608,135189,103605,62262,111744,62601,63721,360,0.001,0.001,317,0.001,0.001,0.001,0.001,0.001,70,0.001,0.001
154,2.401,22.079,163.84,524.9883,113166,66825,65740,117141,79969,80502,82167,94171,102502,197262,116266,107811,79847,77078,63514,50295,46706,54914
155,3.394,27.978,206.92,623.055,151613,29087,51235,165018,49615,79476,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001
156,2.693,29.972,222.93,495.3354,122228,104834,73522,86210,69149,67059,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
157,1.736,20.952,157.11,368.9752,0.001,75408,73582,126617,123720,123138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
158,1.847,26.669,199.08,432.3121,53433,76418,55024,130397,92132,101452,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
159,1.82,21.26,315.17,273.2193,125983,123925,0.001,94838,77816,80318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
160,4.483,30.75,228.43,520.3764,235540,154876,98407,3235,1579,2667,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2766,0.001
161,4.025,23.317,176.76,283.256,0.001,103970,0.001,140822,128984,122131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
162,0.929,16.434,124.63,272.9953,27106,35209,33883,92092,104597,105538,113886,104998,94628,205071,148260,66415,25224,36033,36809,53359,49231,51131
163,2.369,28.734,214.03,467.3037,292531,0.001,180444,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
164,2.402,24.754,183.44,562.9575,74746,50780,49892,110975,90608,87890,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
165,1.74,18.543,142.3,218.9847,41509,57295,57663,102552,102511,102907,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
166,3.629,21.588,164.89,241.2165,34107,58158,55826,115370,99467,84889,0.001,0.001,0.001,32130,34557,3869,0.001,0.001,45078,1091,759,37415
167,1.633,23.246,175.45,313.1182,42921,46308,0.001,134780,90707,128039,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
168,4.449,34.647,256.68,589.5199,19413,25426,13759,123328,135780,118974,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
169,2.173,24.539,185.65,297.1522,12618,12298,9524,13899,11137,13681,78487,63611,83354,98540,75645,70356,95337,52481,76246,50225,57316,67953
170,3.471,24.161,182.43,311.2584,35327,50450,39639,117102,94498,93149,0.001,0.001,0.001,509,0.001,0.001,0.001,0.001,95,0.001,0.001,0.001
171,2.583,22.699,168.68,498.9322,428383,0.001,0.001,220,119,317,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,369,0.001,0.001,0.001
172,3.452,22.98,174.3,279.2323,3961,0.001,420437,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
173,1.327,28.227,209.89,498.2905,3569,7707,5993,331982,73801,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
174,1.671,28.033,208.63,482.2954,47560,57125,31749,117978,69398,91321,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
175,4.827,13.805,109.47,134.8927,4922,4170,3517,117420,133890,144191,40366,36326,86997,28407,31523,73906,3436,5782,24033,2342,0.001,7849
176,3.301,25.262,190.34,329.2483,517,0.001,0.001,0.001,404263,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
177,2.618,24.808,183.37,630.9626,45778,44155,39632,83357,86580,87248,91792,94855,88129,95735,95772,91564,21432,19493,20825,66859,66213,56209
178,3.71,27.39,204.8,411.2521,39093,37841,27961,94136,108380,96639,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
179,2.806,30.389,225.66,528.3104,70274,60861,49540,74460,74656,72235,926,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
180,2.129,31.191,231.12,579.3917,77261,101913,0.001,108900,51940,58115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
181,2.566,22.92,173.47,293.1783,20990,14571,11814,23291,19698,17782,113627,50115,74820,197224,31036,50351,43867,53300,73794,40910,36922,28200
182,1.945,21.438,317.65,279.1265,101187,65217,29304,71773,84530,43695,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
183,1.885,20.769,308.3,258.1207,125579,107434,48364,49689,32108,31103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
184,1.909,34.734,256.93,632.3627,74118,117264,56129,0.001,76703,69904,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
185,2.311,24.039,178.42,525.9786,74220,47426,44689,101913,60886,60445,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
186,2.208,23.693,179.23,297.1524,13309,11720,9941,13571,9272,12252,68136,53118,80891,93321,66178,63100,78876,42747,66000,46186,61472,58705
187,4.439,40.701,299.31,889.5857,173335,87323,48368,145,38913,30201,0.001,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001,290,0.001,0.001
188,1.633,26.867,200.35,448.3062,126,0.001,0.001,125001,129491,120563,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
189,3.161,28.634,213.36,462.3008,141034,65011,54920,51503,29898,28385,0.001,0.001,0.001,820,0.001,0.001,76,0.001,0.001,203,91,0.001
190,1.668,23.203,175.13,313.1186,37079,31746,64926,78230,64698,89089,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
191,4.38,36.816,271.89,689.5612,131712,58685,41652,47549,44296,40667,2970,524,3030,721,0.001,1139,0.001,0.001,0.001,6004,5511,3974
192,4.31,23.344,176.93,284.2672,358904,0.001,0.001,0.001,0.001,0.001,0.001,808,0.001,0.001,0.001,1463,900,0.001,0.001,431,1120,0.001
193,1.589,26.891,200.74,432.312,39132,56175,33199,87979,56255,76348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
194,2.568,29.04,216.37,465.2882,0.001,0.001,0.001,340445,1647,1854,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
195,0.404,18.891,279.74,281.0583,74570,86187,71165,36950,36642,38032,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
196,4.139,23.373,177.24,281.3349,0.001,0.001,0.001,175718,163643,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
197,2.784,25.846,190.77,680.9602,37243,31745,29661,51168,59235,62368,78542,79065,76571,69391,72369,72620,21729,20069,21036,54171,54102,48599
198,2.441,23.769,175.99,580.9652,25048,27159,23524,55556,57079,59175,76184,80420,75915,76598,87975,82499,15856,14251,15776,45857,50470,40749
199,3.444,29.87,222.21,492.3461,5925,0.001,0.001,6906,317420,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
200,4.576,24.273,183.32,309.28,171586,0.001,153066,0.001,0.001,0.001,0.001,229,0.001,0.001,0.001,50,1313,1412,2826,3134,3723,4871
201,2.569,23.756,179.71,297.2423,0.001,53131,35644,81439,76051,77651,4526,1110,0.001,0.001,0.001,0.001,0.001,1768,0.001,0.001,0.001,0.001
202,0.245,13.142,107.64,96.9588,44125,52419,46114,56703,62214,61741,0.001,0.001,0.001,5456,0.001,0.001,4404,0.001,1957,1475,0.001,881
203,2.924,23.668,178.99,299.2591,122403,63021,52798,50700,0.001,33050,754,0.001,0.001,0.001,0.001,0.001,5400,3800,16678,2879,1474,1321
204,2.741,29.403,218.88,479.3055,100262,79038,51486,2344,607,86984,0.001,0.001,0.001,0.001,0.001,0.001,0.001,268,0.001,0.001,0.001,0.001
205,0.564,15.227,117.49,196.9823,35502,51963,46043,57143,65311,64315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
206,3.443,25.583,194,283.2407,0.001,0.001,0.001,121298,99567,99166,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
207,4.059,22.717,172.59,269.2485,183328,33222,794,0.001,0.001,101606,0.001,0.001,0.001,0.001,0.001,0.001,3109,602,15313,11276,13008,17626
208,3.867,25.4,191.2,337.2359,33374,44854,45877,52048,72496,69909,6403,8239,9721,0.001,0.001,8002,8789,0.001,10268,0.001,10051,11598
209,3.43,35.981,265.8,677.4583,26894,20665,11161,98504,86695,74301,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
210,4.699,26.989,201.87,405.2874,145485,73359,74535,0.001,20107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16923,0.001,0.001,0.001,0.001
211,2.197,23.45,174.52,473.9875,19045,15049,16098,35171,25648,28084,60826,60347,59963,132539,95254,46995,28651,31109,28692,26026,26166,27918
212,2.858,29.867,221.79,526.2956,88432,64994,51268,45118,31050,29627,0.001,0.001,0.001,0.001,0.001,0.001,359,0.001,0.001,0.001,0.001,0.001
213,0.794,25.552,192.06,351.1269,32354,27890,26876,80053,66899,72920,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
214,2.764,25.079,188.73,339.1999,13862,12636,12684,0.001,18374,20168,36391,30373,60802,0.001,0.001,73409,129855,50569,92611,41334,45843,52296
215,1.923,34.778,257.28,630.3471,36499,54195,24975,97276,48848,44620,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
216,3.313,23.209,175.46,301.1654,36159,20174,22197,115108,53836,58338,32741,40117,56920,36928,15257,28089,9003,7802,10428,14041,11872,14346
217,4.17,40.888,300.59,909.5561,131967,73628,43525,27205,5837,21553,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
218,4.072,35.271,260.74,653.4083,83144,140,16689,117211,46599,32099,0.001,0.001,0.001,0.001,0.001,596,0.001,0.001,0.001,0.001,0.001,0.001
219,4.084,34.184,253.29,585.4887,35161,26322,20401,68978,79189,65824,0.001,456,0.001,0.001,0.001,0.001,0.001,0.001,0.001,426,0.001,0.001
220,4.32,41.166,302.61,913.5869,124335,59953,35223,25469,25577,19486,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
221,3.524,25.21,191.15,283.243,110853,96930,80728,357,362,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
222,1.628,21.945,164.03,406.9608,30755,36810,28471,65233,62377,64603,0.001,0.001,136,302,177,0.001,0.001,0.001,0.001,0.001,0.001,0.001
223,4.05,25.177,189.66,331.2632,0.001,0.001,0.001,284182,156,0.001,89,298,569,317,318,0.001,0.001,0.001,0.001,0.001,0.001,0.001
224,1.563,23.794,179.65,311.2221,18756,27824,22004,68335,69520,77257,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
225,3.301,21.002,160.9,227.2009,11644,0.001,1444,0.001,270116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6710,47438
226,2.4,24.707,183.4,524.9876,33102,23663,21575,44462,35419,36524,40783,48329,51748,105665,63157,56487,41854,42194,32519,26169,24053,29252
227,0.389,16.728,129.47,188.9846,19688,27500,33316,73023,57869,66905,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
228,2.738,29.83,221.55,524.2795,55397,63483,43664,38777,38419,35371,531,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
229,4.545,23.31,176.67,284.2677,270669,2306,0.001,0.001,0.001,0.001,0.001,0.001,0.001,382,0.001,1705,678,829,0.001,765,872,7869
230,2.2,20.838,158.28,268.9815,45883,34787,35334,66533,43602,43834,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
231,3.563,21.649,165.35,241.2164,76756,25618,1390,64275,51303,49760,37694,39529,44294,0.001,0.001,0.001,27130,33600,0.001,31587,32571,0.001
232,2.195,23.481,174.38,512.9614,38547,30664,30968,65333,51395,49996,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
233,3.623,33.888,251.13,581.4563,18431,13636,7414,87654,74650,64646,0.001,111,0.001,189,0.001,0.001,176,0.001,0.001,0.001,0.001,0.001
234,1.938,21.978,325.45,287.1471,18767,247175,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
235,2.23,20.315,151.92,398.0648,0.001,40933,37340,88759,97904,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
236,2.402,23.257,175.63,309.1734,4920,3972,2973,5494,4217,3730,100319,33423,57652,161736,22986,28353,452,24470,38826,22541,18314,16996
237,1.986,19.619,153.09,168.9877,27534,33187,33295,62184,52587,53754,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
238,3.922,23.68,179.24,293.2486,41974,28376,23589,66503,52229,49652,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,346,138,485,485
239,4.432,26.213,196.87,359.2953,48995,26108,17529,66061,55711,47893,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
240,3.938,38.931,287,761.5848,122247,92227,0.001,40724,4257,0.001,0.001,3002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,546,0.001
241,0.486,18.532,142.93,201.0214,19671,36443,23560,49610,70251,57103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
242,2.153,31.515,234.29,507.2435,34076,35475,22871,69385,45173,47802,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
243,2.096,30.999,229.67,579.3936,130096,73518,50203,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
244,1.938,25.017,188.18,343.2848,31195,46552,24237,44605,64767,41461,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
245,4.213,36.052,266.06,714.512,4559,2294,0.001,0.001,0.001,0.001,181808,74855,64808,102818,18381,24076,0.001,0.001,0.001,38466,0.001,0.001
246,3.977,33.611,248.43,655.4237,30303,43436,32166,26141,64346,54094,279,215,282,0.001,0.001,285,0.001,0.001,0.001,266,0.001,0.001
247,4.046,30.625,227.53,518.363,68954,43096,34371,37227,36956,29785,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
248,2.878,34.034,251.78,628.3643,37501,34179,26244,54128,48323,48990,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
249,0.401,17.714,136.51,203.0006,27043,35189,39390,49063,48425,49157,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
250,2.944,26.834,197.81,730.9573,37650,27126,23098,40924,44733,46529,55653,57604,57780,44391,46465,46705,19098,18801,19987,43372,43971,41758
251,2.766,33.971,251.33,626.3489,43203,41342,33444,44771,42550,42127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
252,2.376,22.36,169.59,279.163,6610,3406,2499,0.001,3448,0.001,43504,17699,31891,184011,13141,43873,18192,31488,65059,20873,20976,508
253,3.817,26.652,199.65,387.2515,18373,20431,16590,62766,67184,59354,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
254,3.833,22.636,172.04,267.232,75060,72308,74142,8832,7579,6580,1271,1725,1286,0.001,0.001,0.001,8896,9503,16408,14015,848,17984
255,2.734,26.449,199.08,339.1996,7927,7329,6004,16679,17011,19101,38361,28139,52035,32184,12695,48465,92089,36453,60206,25579,25346,34427
256,3.563,24.16,183.93,259.2421,38405,37281,31382,49056,43415,42593,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
257,3.084,30.048,223.12,528.3106,80213,44101,33297,35172,25789,23103,892,0.001,0.001,395,0.001,0.001,334,57,0.001,0.001,0.001,0.001
258,0.445,19.537,148.93,248.9886,25730,41657,20882,40105,60659,51364,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
259,4.335,25.299,190.53,333.2798,47962,29943,21913,55463,46270,38659,576,644,632,0.001,307,401,0.001,206,390,466,439,579
260,4.09,38.933,286.58,833.524,86821,44353,34454,26160,26577,21810,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
261,3.096,27.684,203.59,844.9517,42047,25985,21679,48446,50698,50774,48342,51078,50121,40943,40760,40533,22111,20794,22550,36267,39224,39197
262,1.982,22.199,165.69,427.0003,9331,10227,11380,25258,21413,22212,47915,44906,44346,107154,76916,34474,18977,21422,21543,20314,21017,20135
263,2.736,29.665,220.85,479.3036,0.001,0.001,0.001,100089,68436,69526,0.001,0.001,0.001,0.001,0.001,0.001,0.001,206,0.001,0.001,0.001,0.001
264,3.344,33.745,250.08,582.3779,0.001,0.001,0.001,202246,17253,15557,311,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
265,0.394,19.189,146.84,230.9953,33511,41962,42653,40463,37343,38945,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
266,2.944,26.744,196.85,794.9538,31301,22193,20912,38936,42440,44854,56372,56273,56754,43068,44059,43462,17334,16852,18962,37834,39570,37104
267,2.816,28.947,215.49,478.2953,46928,45224,34742,22633,43409,40511,0.001,0.001,0.001,286,576,0.001,656,440,0.001,269,0.001,0.001
268,4.149,39.873,293.29,871.5409,100422,54585,35288,23775,0.001,18720,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
269,4.332,36.449,268.95,722.5165,11686,17748,0.001,17786,15474,13171,3603,0.001,30148,115872,69435,96158,0.001,0.001,0.001,147198,0.001,0.001
270,2.101,21.832,165.97,265.1467,7589,4233,0.001,4593,2975,3190,0.001,0.001,12611,345107,0.001,0.001,0.001,0.001,0.001,0.001,97875,1684
271,3.983,29.838,221.95,494.3611,24759,20928,1030,65063,67534,49227,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
272,1.445,17.526,132.45,296.9767,27588,30721,29816,45122,48815,46450,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
273,2.284,22.565,167.67,499.0589,138642,0.001,88835,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
274,3.241,28.637,210.42,894.9486,47904,23847,21146,42585,45100,45530,40824,42224,43467,35090,37310,38250,24151,24301,27225,32174,34691,34620
275,3.133,23.541,178.08,297.2432,23812,29060,22787,58093,45654,46318,0.001,0.001,0.001,0.001,0.001,0.001,1384,0.001,0.001,927,0.001,0.001
276,4.141,39.582,291.27,849.5546,90966,46389,29160,20735,21288,17041,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,0.001,0.001
277,0.719,20.666,158.26,229.0525,20760,20776,19889,56280,52286,54982,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
278,1.738,20.93,156.84,375.9991,7892,9038,9918,17774,17652,17714,47446,46877,41752,94554,69509,31126,15886,19439,19084,22308,20533,21303
279,3.628,31.487,230.91,1044.9414,99927,32128,26822,22467,20904,22151,16069,19158,19707,15756,16552,17028,12827,13481,14323,19850,19836,21205
280,2.924,32.733,242.84,554.3478,0.001,0.001,0.001,190313,16094,15062,473,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001
281,4.033,22.245,169.37,257.2381,0.001,60178,0.001,0.001,85072,75933,0.001,517,517,825,0.001,865,1155,0.001,440,2090,0.001,2436
282,1.563,28.963,217.22,376.9681,2792,7494,5752,51497,75120,75695,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
283,1.836,31.174,231.11,567.2303,42487,32617,26395,47764,33243,34422,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
284,2.785,25.851,190.48,744.9569,21587,18196,17171,33042,38075,40394,55828,53485,52729,44904,46155,45540,13195,12129,13318,32249,30952,28405
285,2.186,20.81,159.76,218.9848,48538,37290,36129,275,45062,46699,0.001,0.001,1933,4514,2821,1481,84,1078,1199,1174,374,968
286,3.646,23.2,175.98,279.3257,0.001,47881,0.001,0.001,84562,81309,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
287,4.437,37.38,275.56,762.5138,0.001,0.001,0.001,41405,8003,8000,246613,78340,0.001,0.001,37437,0.001,672,0.001,0.001,64156,0.001,0.001
288,4.214,30.436,226.26,506.3626,73677,64224,45144,723,15523,13507,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
289,3.552,34.329,254.19,603.4423,20765,18185,10898,62351,53894,46334,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001
290,2.725,29.372,218.63,481.319,38110,35301,22520,53503,31607,30308,0.001,0.001,0.001,0.001,0.001,304,336,0.001,0.001,0.001,0.001,0.001
291,1.648,33.7,249.51,604.3311,30282,34550,17578,40617,39869,44728,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
292,2.589,23.245,172.17,569.9687,0.001,0.001,0.001,0.001,0.001,0.001,18120,27296,39002,44315,29888,74465,65627,41066,27467,14499,11948,20116
293,3.507,30.544,224.12,994.9433,81182,17150,16191,29108,31298,31741,27439,30264,30402,22290,24873,25676,20103,19703,22557,16897,17290,19145
294,4.094,24.77,186.85,319.2634,30951,20684,18437,55224,43213,37922,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
295,4.02,26.129,196.16,363.2515,19584,25777,23435,35772,50098,49824,2366,2944,3138,1348,1316,2167,1051,0.001,1414,1008,2202,2454
296,0.936,16.395,124.94,246.9796,18076,23124,20354,42091,51974,48467,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
297,0.563,15.247,116.91,218.9841,17116,25143,23617,41941,49468,46618,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
298,1.989,19.631,146.55,419.0903,38246,44374,43639,0.001,77480,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
299,2.195,24.055,178.71,506.9578,59002,33315,29290,53070,404,28495,815,675,730,1492,1051,0.001,0.001,0.001,86,0.001,0.001,0.001
300,2.629,27.666,206.7,421.2273,0.001,23893,0.001,7121,31449,6123,66603,24628,18709,73769,13180,24863,54266,31805,53052,9153,18091,18327
301,1.572,30.098,223.37,541.2138,28460,28575,16880,59936,28432,40316,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
302,4.687,23.896,180.77,297.2802,74826,29920,27481,40171,28519,0.001,0.001,0.001,0.001,0.001,0.001,0.001,990,1521,2843,2330,2893,3091
303,2.797,25.809,194.25,339.1995,0.001,0.001,0.001,16374,15187,17006,30543,22746,46106,32819,12360,49240,89466,34832,56741,23197,132,0.001
304,2.23,23.183,172,530.9678,9572,6289,0.001,31478,34220,36724,51829,52661,48268,45581,44402,45411,8442,7749,9004,29408,28736,25238
305,2.001,21.798,322.81,286.1347,77828,37790,20183,26100,23480,12619,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
306,3.747,30.169,224.25,508.3422,47409,30025,23555,33810,36830,26346,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001
307,2.881,26.767,200.16,409.2351,40084,2005,35130,45441,36148,38641,427,0.001,0.001,1844,456,0.001,0.001,0.001,0.001,555,0.001,227
308,3.378,29.593,217.29,944.9466,57177,18914,18015,32345,34334,36131,34247,37733,36071,30188,32715,31726,26266,25218,28228,24632,27440,27792
309,3.604,22.21,169.16,255.2317,8736,2048,0.001,21808,0.001,20026,12490,0.001,0.001,3485,0.001,0.001,0.001,0.001,0.001,375572,0.001,0.001
310,3.447,25.069,188.75,335.2195,3541,22000,19311,48014,52471,48902,2621,2826,3178,0.001,164,2933,0.001,0.001,0.001,0.001,515,0.001
311,2.358,29.682,221.71,427.2858,14914,29907,21846,48277,31998,46536,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
312,2.627,32.272,239.42,552.3323,35822,32362,26246,37770,30333,30233,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
313,3.054,24.83,187.11,327.2903,48948,26320,18973,43362,28190,26145,0.001,0.001,0.001,616,0.001,0.001,456,76,0.001,0.001,0.001,0.001
314,1.481,21.19,313.91,281.1236,56362,48223,24534,34599,12435,15621,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
315,2.771,32.852,243.46,578.3478,34877,29424,23796,36534,33374,32622,0.001,0.001,0.001,0.001,192,0.001,0.001,0.001,0.001,0.001,0.001,0.001
316,4.176,38.567,284.02,809.5237,71799,43758,29636,13905,16114,14689,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
317,3.281,29.398,218.73,489.2787,55014,20007,18832,41262,25331,28503,662,838,1849,2096,1363,14497,10114,2830,3373,1995,874,1904
